url,url_clean,url_domain,title,time,day_of_month,month_of_year,total_history_days,seconds_until_next_visit_url,seconds_until_next_visit_url_clean,seconds_until_next_visit_domain,seconds_until_next_visit,page_transition,month_year
https://www.google.com/search?q=blackbox+ai&oq=blackbox+&gs_lcrp=EgZjaHJvbWUqEAgAEAAYkQIYsQMYgAQYigUyEAgAEAAYkQIYsQMYgAQYigUyCQgBEAAYChiABDIHCAIQABiABDIHCAMQABiABDIHCAQQABiABDIHCAUQABiABDIHCAYQABiABDIGCAcQBRhA0gEIMzM4MmowajmoAgawAgHxBbbSxX66fmfe&sourceid=chrome&ie=UTF-8,www.google.com/search,www.google.com,blackbox ai - Google Search,2025-11-28 22:56:00,28,11,21,2321,786,786,3,generated,2025-11
https://www.google.com/search?q=install+pypdf2&oq=install+pypdf2+&gs_lcrp=EgZjaHJvbWUyCggAEEUYFhgeGDkyDAgBEAAYFBiHAhiABDIHCAIQABiABDIHCAMQABiABDIICAQQABgWGB4yCAgFEAAYFhgeMggIBhAAGBYYHjIICAcQABgWGB4yCAgIEAAYFhgeMggICRAAGBYYHtIBCDU1NDJqMGo0qAIBsAIB8QUdb_CVVr0A4vEFHW_wlVa9AOI&sourceid=chrome&ie=UTF-8,www.google.com/search,www.google.com,install pypdf2 - Google Search,2025-11-28 22:51:00,28,11,21,2618,297,297,297,generated,2025-11
https://dn790003.ca.archive.org/0/items/TheCrucibleFullText/The%20Crucible%20full%20text.pdf,dn790003.ca.archive.org/0/items/TheCrucibleFullText/The%20Crucible%20full%20text.pdf,dn790003.ca.archive.org,The Crucible full text.pdf,2025-11-28 22:44:00,28,11,21,3012,3012,3012,394,link,2025-11
https://www.google.com/search?q=the+crucible+pdf&oq=the+crucible+pdf&gs_lcrp=EgZjaHJvbWUyCQgAEEUYORiABDIHCAEQABiABDIHCAIQABiABDIHCAMQABiABDIHCAQQABiABDIHCAUQABiABDIHCAYQABiABDIHCAcQABiABDIHCAgQABiABDIHCAkQABiABNIBCDQ5ODlqMGo3qAIIsAIB8QUIysBk_N_35w&sourceid=chrome&ie=UTF-8,www.google.com/search,www.google.com,the crucible pdf - Google Search,2025-11-28 22:44:00,28,11,21,3016,398,398,4,generated,2025-11
https://riomaisseguro.rio.rj.gov.br/,riomaisseguro.rio.rj.gov.br/,riomaisseguro.rio.rj.gov.br,riomaisseguro.rio.rj.gov.br,2025-11-28 22:37:00,28,11,21,3441,3441,3441,13,link,2025-11
https://www.google.com/search?q=automate+boring+stuff+with+python+pdf&sca_esv=72036be1bbdfeeb3&sxsrf=AE3TifPYM7e4h60pWtTa3yuk7h3busSuzg%3A1764334649845&ei=OZwpacCvM-fy4-EP1dCBmQ0&ved=0ahUKEwiAsMbg8pSRAxVn-TgGHVVoINMQ4dUDCBE&uact=5&oq=automate+boring+stuff+with+python+pdf&gs_lp=Egxnd3Mtd2l6LXNlcnAiJWF1dG9tYXRlIGJvcmluZyBzdHVmZiB3aXRoIHB5dGhvbiBwZGYyBRAAGIAEMgUQABiABDIFEAAYgAQyBhAAGBYYHjIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHkjAC1C0A1i5CnABeAGQAQCYAVCgAawCqgEBNLgBA8gBAPgBAZgCBaAC0gLCAgoQABiwAxjWBBhHwgINEAAYgAQYsAMYQxiKBcICDhAAGLADGOQCGNYE2AEBwgIZEC4YgAQYsAMY0QMYQxjHARjIAxiKBdgBAcICExAuGIAEGLADGEMYyAMYigXYAQHCAgoQABiABBgUGIcCwgIFEC4YgASYAwCIBgGQBhO6BgYIARABGAmSBwE1oAevJ7IHATS4B8UCwgcFMi00LjHIBx0&sclient=gws-wiz-serp,www.google.com/search,www.google.com,automate boring stuff with python pdf - Google Search,2025-11-28 22:37:00,28,11,21,3468,452,452,27,typed,2025-11
https://mail.google.com/mail/u/0/#inbox/FMfcgzQdzcnFjKVzcXtfZVCvWThqBlkB,mail.google.com/mail/u/0/,mail.google.com,Your Meta information download is ready - wardinamajid100@gmail.com - Gmail,2025-11-28 22:36:00,28,11,21,3531,3531,3531,63,link,2025-11
https://www.google.com/search?q=how+long+is+instagram+export+acca+activity&oq=how+long+is+instagram+export+acca+activity&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQIRigAdIBCDg1MDZqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,www.google.com/search,www.google.com,how long is instagram export acca activity - Google Search,2025-11-28 21:12:00,28,11,21,8526,5057,5057,4994,generated,2025-11
https://mail.google.com/mail/u/0/#inbox,mail.google.com/mail/u/0/,mail.google.com,"Inbox (5,304) - wardinamajid100@gmail.com - Gmail",2025-11-28 21:10:00,28,11,21,8654,5123,5123,128,link,2025-11
https://mail.google.com/mail/u/0/#inbox,mail.google.com/mail/u/0/,mail.google.com,"Inbox (5,304) - wardinamajid100@gmail.com - Gmail",2025-11-28 21:10:00,28,11,21,0,0,0,0,link,2025-11
https://mail.google.com/mail/u/0/,mail.google.com/mail/u/0/,mail.google.com,"Inbox (5,304) - wardinamajid100@gmail.com - Gmail",2025-11-28 21:10:00,28,11,21,8657,3,3,3,auto_bookmark,2025-11
https://mail.google.com/mail/u/0/#label/%5BNotion%5D,mail.google.com/mail/u/0/,mail.google.com,"""[Notion]"" - wardinamajid100@gmail.com - Gmail",2025-11-28 21:08:00,28,11,21,8787,130,130,130,link,2025-11
https://mail.google.com/mail/u/0/#inbox,mail.google.com/mail/u/0/,mail.google.com,"Inbox (5,304) - wardinamajid100@gmail.com - Gmail",2025-11-28 21:08:00,28,11,21,137,4,4,4,link,2025-11
https://mail.google.com/mail/u/0/#drafts,mail.google.com/mail/u/0/,mail.google.com,Drafts - wardinamajid100@gmail.com - Gmail,2025-11-28 21:08:00,28,11,21,8793,2,2,2,link,2025-11
https://mail.google.com/mail/u/0/#inbox,mail.google.com/mail/u/0/,mail.google.com,"Inbox (5,304) - wardinamajid100@gmail.com - Gmail",2025-11-28 21:07:00,28,11,21,59,57,57,57,link,2025-11
https://mail.google.com/mail/u/0/,mail.google.com/mail/u/0/,mail.google.com,"Inbox (5,304) - wardinamajid100@gmail.com - Gmail",2025-11-28 21:07:00,28,11,21,196,3,3,3,auto_bookmark,2025-11
https://accountscenter.instagram.com/info_and_permissions/dyi/,accountscenter.instagram.com/info_and_permissions/dyi/,accountscenter.instagram.com,Accounts Centre,2025-11-28 21:03:00,28,11,21,9078,9078,9078,224,link,2025-11
https://accountscenter.instagram.com/info_and_permissions/,accountscenter.instagram.com/info_and_permissions/,accountscenter.instagram.com,Accounts Centre,2025-11-28 21:03:00,28,11,21,9083,9083,5,5,link,2025-11
https://accountscenter.instagram.com/password_and_security/,accountscenter.instagram.com/password_and_security/,accountscenter.instagram.com,Accounts Centre,2025-11-28 21:03:00,28,11,21,9089,9089,6,6,link,2025-11
https://accountscenter.instagram.com/?entry_point=app_settings,accountscenter.instagram.com/,accountscenter.instagram.com,Accounts Centre,2025-11-28 21:03:00,28,11,21,9101,9101,12,12,link,2025-11
https://www.instagram.com/accounts/account_type_and_tools/,www.instagram.com/accounts/account_type_and_tools/,www.instagram.com,Account type and tools • Instagram,2025-11-28 21:03:00,28,11,21,9105,9105,9105,4,link,2025-11
https://www.instagram.com/accounts/accessibility/,www.instagram.com/accounts/accessibility/,www.instagram.com,Accessibility • Instagram,2025-11-28 21:02:00,28,11,21,9125,9125,20,20,link,2025-11
https://www.instagram.com/accounts/settings/v2/archiving_and_downloading/,www.instagram.com/accounts/settings/v2/archiving_and_downloading/,www.instagram.com,Archiving and downloading • Instagram,2025-11-28 21:02:00,28,11,21,9128,9128,3,3,link,2025-11
https://www.instagram.com/accounts/settings/v2/account_privacy/,www.instagram.com/accounts/settings/v2/account_privacy/,www.instagram.com,Account privacy • Instagram,2025-11-28 21:02:00,28,11,21,9150,9150,22,22,link,2025-11
https://privacycenter.instagram.com/?entry_point=instagram_settings_page,privacycenter.instagram.com/,privacycenter.instagram.com,"Meta | Privacy Centre | Manage your privacy on Facebook, Instagram and Messenger | Facebook Privacy",2025-11-28 21:01:00,28,11,21,9186,9186,9186,36,link,2025-11
https://www.google.com/search?q=automate+boring+stuff+with+python+pdf&sca_esv=72036be1bbdfeeb3&sxsrf=AE3TifPYM7e4h60pWtTa3yuk7h3busSuzg%3A1764334649845&ei=OZwpacCvM-fy4-EP1dCBmQ0&ved=0ahUKEwiAsMbg8pSRAxVn-TgGHVVoINMQ4dUDCBE&uact=5&oq=automate+boring+stuff+with+python+pdf&gs_lp=Egxnd3Mtd2l6LXNlcnAiJWF1dG9tYXRlIGJvcmluZyBzdHVmZiB3aXRoIHB5dGhvbiBwZGYyBRAAGIAEMgUQABiABDIFEAAYgAQyBhAAGBYYHjIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHkjAC1C0A1i5CnABeAGQAQCYAVCgAawCqgEBNLgBA8gBAPgBAZgCBaAC0gLCAgoQABiwAxjWBBhHwgINEAAYgAQYsAMYQxiKBcICDhAAGLADGOQCGNYE2AEBwgIZEC4YgAQYsAMY0QMYQxjHARjIAxiKBdgBAcICExAuGIAEGLADGEMYyAMYigXYAQHCAgoQABiABBgUGIcCwgIFEC4YgASYAwCIBgGQBhO6BgYIARABGAmSBwE1oAevJ7IHATS4B8UCwgcFMi00LjHIBx0&sclient=gws-wiz-serp,www.google.com/search,www.google.com,automate boring stuff with python pdf - Google Search,2025-11-28 21:01:00,28,11,21,5739,682,682,21,typed,2025-11
https://www.instagram.com/accounts/edit/,www.instagram.com/accounts/edit/,www.instagram.com,Edit Profile • Instagram,2025-11-28 21:00:00,28,11,21,9263,9263,113,56,link,2025-11
https://www.instagram.com/marinatedsalmonskin/,www.instagram.com/marinatedsalmonskin/,www.instagram.com,(@marinatedsalmonskin) • Instagram photos and videos,2025-11-28 21:00:00,28,11,21,9272,9272,9,9,link,2025-11
https://www.instagram.com/,www.instagram.com/,www.instagram.com,Instagram,2025-11-28 21:00:00,28,11,21,9280,9280,8,8,link,2025-11
https://www.instagram.com/,www.instagram.com/,www.instagram.com,Instagram,2025-11-28 21:00:00,28,11,21,0,0,0,0,link,2025-11
https://www.instagram.com/marinatedsalmonskin/,www.instagram.com/marinatedsalmonskin/,www.instagram.com,(@marinatedsalmonskin) • Instagram photos and videos,2025-11-28 21:00:00,28,11,21,28,28,20,20,link,2025-11
https://www.instagram.com/archive/stories/,www.instagram.com/archive/stories/,www.instagram.com,Instagram,2025-11-28 21:00:00,28,11,21,9302,9302,3,3,link,2025-11
https://www.instagram.com/marinatedsalmonskin/,www.instagram.com/marinatedsalmonskin/,www.instagram.com,(@marinatedsalmonskin) • Instagram photos and videos,2025-11-28 20:59:00,28,11,21,29,29,26,26,typed,2025-11
https://www.google.com/search?q=automate+boring+stuff+with+python+pdf&sca_esv=72036be1bbdfeeb3&sxsrf=AE3TifPYM7e4h60pWtTa3yuk7h3busSuzg%3A1764334649845&ei=OZwpacCvM-fy4-EP1dCBmQ0&ved=0ahUKEwiAsMbg8pSRAxVn-TgGHVVoINMQ4dUDCBE&uact=5&oq=automate+boring+stuff+with+python+pdf&gs_lp=Egxnd3Mtd2l6LXNlcnAiJWF1dG9tYXRlIGJvcmluZyBzdHVmZiB3aXRoIHB5dGhvbiBwZGYyBRAAGIAEMgUQABiABDIFEAAYgAQyBhAAGBYYHjIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHkjAC1C0A1i5CnABeAGQAQCYAVCgAawCqgEBNLgBA8gBAPgBAZgCBaAC0gLCAgoQABiwAxjWBBhHwgINEAAYgAQYsAMYQxiKBcICDhAAGLADGOQCGNYE2AEBwgIZEC4YgAQYsAMY0QMYQxjHARjIAxiKBdgBAcICExAuGIAEGLADGEMYyAMYigXYAQHCAgoQABiABBgUGIcCwgIFEC4YgASYAwCIBgGQBhO6BgYIARABGAmSBwE1oAevJ7IHATS4B8UCwgcFMi00LjHIBx0&sclient=gws-wiz-serp,www.google.com/search,www.google.com,automate boring stuff with python pdf - Google Search,2025-11-28 20:59:00,28,11,21,146,146,146,25,form_submit,2025-11
https://riomaisseguro.rio.rj.gov.br/_pdfs/papersCollection/RXalup/AutomateTheBoringStuffWithPythonProgramming.pdf,riomaisseguro.rio.rj.gov.br/_pdfs/papersCollection/RXalup/AutomateTheBoringStuffWithPythonProgramming.pdf,riomaisseguro.rio.rj.gov.br,404 Not Found,2025-11-28 20:59:00,28,11,21,9355,9355,5913,1,link,2025-11
https://www.google.com/search?q=automate+boring+stuff+with+python+pdf&sca_esv=72036be1bbdfeeb3&sxsrf=AE3TifPYM7e4h60pWtTa3yuk7h3busSuzg%3A1764334649845&ei=OZwpacCvM-fy4-EP1dCBmQ0&ved=0ahUKEwiAsMbg8pSRAxVn-TgGHVVoINMQ4dUDCBE&uact=5&oq=automate+boring+stuff+with+python+pdf&gs_lp=Egxnd3Mtd2l6LXNlcnAiJWF1dG9tYXRlIGJvcmluZyBzdHVmZiB3aXRoIHB5dGhvbiBwZGYyBRAAGIAEMgUQABiABDIFEAAYgAQyBhAAGBYYHjIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHkjAC1C0A1i5CnABeAGQAQCYAVCgAawCqgEBNLgBA8gBAPgBAZgCBaAC0gLCAgoQABiwAxjWBBhHwgINEAAYgAQYsAMYQxiKBcICDhAAGLADGOQCGNYE2AEBwgIZEC4YgAQYsAMY0QMYQxjHARjIAxiKBdgBAcICExAuGIAEGLADGEMYyAMYigXYAQHCAgoQABiABBgUGIcCwgIFEC4YgASYAwCIBgGQBhO6BgYIARABGAmSBwE1oAevJ7IHATS4B8UCwgcFMi00LjHIBx0&sclient=gws-wiz-serp,www.google.com/search,www.google.com,automate boring stuff with python pdf - Google Search,2025-11-28 20:58:00,28,11,21,57,57,57,56,form_submit,2025-11
https://automatetheboringstuff.com/,automatetheboringstuff.com/,automatetheboringstuff.com,Automate the Boring Stuff with Python - Automate the Boring Stuff with Python,2025-11-28 20:58:00,28,11,21,9413,9413,9413,3,link,2025-11
https://www.google.com/search?q=automate+boring+stuff+with+python+pdf&sca_esv=72036be1bbdfeeb3&sxsrf=AE3TifPYM7e4h60pWtTa3yuk7h3busSuzg%3A1764334649845&ei=OZwpacCvM-fy4-EP1dCBmQ0&ved=0ahUKEwiAsMbg8pSRAxVn-TgGHVVoINMQ4dUDCBE&uact=5&oq=automate+boring+stuff+with+python+pdf&gs_lp=Egxnd3Mtd2l6LXNlcnAiJWF1dG9tYXRlIGJvcmluZyBzdHVmZiB3aXRoIHB5dGhvbiBwZGYyBRAAGIAEMgUQABiABDIFEAAYgAQyBhAAGBYYHjIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHkjAC1C0A1i5CnABeAGQAQCYAVCgAawCqgEBNLgBA8gBAPgBAZgCBaAC0gLCAgoQABiwAxjWBBhHwgINEAAYgAQYsAMYQxiKBcICDhAAGLADGOQCGNYE2AEBwgIZEC4YgAQYsAMY0QMYQxjHARjIAxiKBdgBAcICExAuGIAEGLADGEMYyAMYigXYAQHCAgoQABiABBgUGIcCwgIFEC4YgASYAwCIBgGQBhO6BgYIARABGAmSBwE1oAevJ7IHATS4B8UCwgcFMi00LjHIBx0&sclient=gws-wiz-serp,www.google.com/search,www.google.com,automate boring stuff with python pdf - Google Search,2025-11-28 20:57:00,28,11,21,16,16,16,13,form_submit,2025-11
https://bookpremiumfree.com/downloads/Automate+The+Boring+Stuff+With+Python+Programming/,bookpremiumfree.com/downloads/Automate+The+Boring+Stuff+With+Python+Programming/,bookpremiumfree.com,Reading : Reading Free Ebooks | PDF Book,2025-11-28 20:57:00,28,11,21,9430,9430,9430,4,link,2025-11
https://riomaisseguro.rio.rj.gov.br/_pdfs/papersCollection/RXalup/AutomateTheBoringStuffWithPythonProgramming.pdf,riomaisseguro.rio.rj.gov.br/_pdfs/papersCollection/RXalup/AutomateTheBoringStuffWithPythonProgramming.pdf,riomaisseguro.rio.rj.gov.br,404 Not Found,2025-11-28 20:57:00,28,11,21,79,79,79,3,link,2025-11
https://www.google.com/search?q=automate+boring+stuff+with+python+pdf&sca_esv=72036be1bbdfeeb3&sxsrf=AE3TifPYM7e4h60pWtTa3yuk7h3busSuzg%3A1764334649845&ei=OZwpacCvM-fy4-EP1dCBmQ0&ved=0ahUKEwiAsMbg8pSRAxVn-TgGHVVoINMQ4dUDCBE&uact=5&oq=automate+boring+stuff+with+python+pdf&gs_lp=Egxnd3Mtd2l6LXNlcnAiJWF1dG9tYXRlIGJvcmluZyBzdHVmZiB3aXRoIHB5dGhvbiBwZGYyBRAAGIAEMgUQABiABDIFEAAYgAQyBhAAGBYYHjIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHkjAC1C0A1i5CnABeAGQAQCYAVCgAawCqgEBNLgBA8gBAPgBAZgCBaAC0gLCAgoQABiwAxjWBBhHwgINEAAYgAQYsAMYQxiKBcICDhAAGLADGOQCGNYE2AEBwgIZEC4YgAQYsAMY0QMYQxjHARjIAxiKBdgBAcICExAuGIAEGLADGEMYyAMYigXYAQHCAgoQABiABBgUGIcCwgIFEC4YgASYAwCIBgGQBhO6BgYIARABGAmSBwE1oAevJ7IHATS4B8UCwgcFMi00LjHIBx0&sclient=gws-wiz-serp,www.google.com/search,www.google.com,automate boring stuff with python pdf - Google Search,2025-11-28 20:57:00,28,11,21,15,15,15,9,form_submit,2025-11
https://www.google.com/search?gs_ssp=eJzj4tVP1zc0TMstysmxTCswYPRSTCwtyc9NLElVSMovysxLVyguKU1LUyjPLMlQKKgsycjPAwCxaxHu&q=automate+boring+stuff+with+python&oq=automate+boring+stuff&gs_lcrp=EgZjaHJvbWUqDAgBEC4YQxiABBiKBTIPCAAQABhDGOMCGIAEGIoFMgwIARAuGEMYgAQYigUyBggCEEUYOTIMCAMQABgUGIcCGIAEMgwIBBAAGEMYgAQYigUyBwgFEC4YgAQyBggGEEUYPDIGCAcQRRg80gEINjkyOWowajeoAgCwAgA&sourceid=chrome&ie=UTF-8,www.google.com/search,www.google.com,automate boring stuff with python - Google Search,2025-11-28 20:57:00,28,11,21,9452,10,10,10,generated,2025-11
https://github.com/InspectorDidi/Hacking-Books/blob/master/Automate%20The%20Boring%20Stuff%20With%20Python.pdf,github.com/InspectorDidi/Hacking-Books/blob/master/Automate%20The%20Boring%20Stuff%20With%20Python.pdf,github.com,Hacking-Books/Automate The Boring Stuff With Python.pdf at master · InspectorDidi/Hacking-Books,2025-11-28 20:56:00,28,11,21,9505,9505,9505,53,link,2025-11
https://www.google.com/search?sca_esv=72036be1bbdfeeb3&sxsrf=AE3TifOI_BnTB-c2tZvkjrfy4yVXaEyIPA:1764334564299&q=Automate+the+Boring+Stuff+with+Python+github+PDF&sa=X&ved=2ahUKEwiO8-C38pSRAxX-yqACHa5bLEMQ1QJ6BAg4EAE&biw=1313&bih=563&dpr=1.46,www.google.com/search,www.google.com,Automate the Boring Stuff with Python github PDF - Google Search,2025-11-28 20:56:00,28,11,21,9514,62,62,9,link,2025-11
https://www.google.com/search?q=pythin+aautomate+brng+stuff&oq=pythin+aautomate+brng+stuff&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIJCAEQLhgNGIAEMgkIAhAAGA0YgAQyCAgDEAAYFhgeMggIBBAAGBYYHjIICAUQABgWGB4yCAgGEAAYFhgeMggIBxAAGBYYHjIICAgQABgWGB7SAQg2NDQ2ajBqNKgCALACAQ&sourceid=chrome&ie=UTF-8,www.google.com/search,www.google.com,python automate boring stuff - Google Search,2025-11-28 20:56:00,28,11,21,9521,8,8,8,generated,2025-11
